-5.815841957475662127e+00,1.036532441970704932e+00,-1.777299454866566153e+00,2.150690072909446027e+00,3.431759344614999918e+02
-5.759313202314008784e+00,1.012639699585231590e+00,-1.853291688225869205e+00,1.995614340849469537e+00,3.441564371313900210e+02
-5.702285125017632517e+00,9.886175625513677900e-01,-1.917456532807721548e+00,1.920574896388040687e+00,3.451369398012799934e+02
-5.644782857901714301e+00,9.647328707072461151e-01,-2.036610740295537347e+00,1.876904333793562474e+00,3.461174424711700226e+02
-5.586870039516417918e+00,9.412273096124537108e-01,-2.225513099208227263e+00,1.796465613545539242e+00,3.470979451410599950e+02
-5.528642460171973916e+00,9.183125242954641720e-01,-2.444706284247080141e+00,1.610483764160417719e+00,3.480784478109500242e+02
-5.470221123310631484e+00,8.961667566660639350e-01,-2.595370294408419376e+00,1.286694337840902369e+00,3.490589504808399965e+02
-5.411745109401397080e+00,8.749330280965240680e-01,-2.534331516412067220e+00,8.912508106849009737e-01,3.500394531507300258e+02
-5.353364599082948594e+00,8.547187888740678252e-01,-2.193277431672361999e+00,7.087939803237672809e-01,3.510199558206199981e+02
-5.295234357940437064e+00,8.355968758777823080e-01,-2.089448163215233745e+00,1.014158265211908105e+00,3.520004584905100273e+02
-5.237507915656242297e+00,8.176075637068225266e-01,-2.504489984031061933e+00,9.759674374493546578e-01,3.529809611603999997e+02
-5.180332596548581137e+00,8.007614636916940976e-01,-2.619696212513119793e+00,5.561848519119303447e-01,3.539614638302899721e+02
-5.123845484798240868e+00,7.850430177954281774e-01,-2.432332573530731956e+00,2.409706244380379059e-01,3.549419665001800013e+02
-5.068170342106400383e+00,7.704143462611817705e-01,-2.147682277503243586e+00,1.847383850795449867e-01,3.559224691700699736e+02
-5.013415442003219979e+00,7.568192337873944631e-01,-2.087507486571507087e+00,4.064234138704968524e-01,3.569029718399600029e+02
-4.959672245240956734e+00,7.441870736276364751e-01,-2.388774104243158725e+00,3.825723134655455993e-01,3.578834745098499752e+02
-4.907014814563616767e+00,7.324366274454797709e-01,-2.479221882782130848e+00,8.297666779333991161e-02,3.588639771797400044e+02
-4.855499853270296207e+00,7.214794970616132952e-01,-2.404587684349388521e+00,-1.388498005876503683e-01,3.598444798496299768e+02
-4.805167248246588585e+00,7.112232395685400554e-01,-2.317509517789535956e+00,-2.748086667223553770e-01,3.608249825195200060e+02
-4.756041002095803272e+00,7.015740878924284774e-01,-2.266072630985299874e+00,-3.807506540120647598e-01,3.618054851894099784e+02
-4.708130448274575386e+00,6.924392639139488326e-01,-2.241778417363224474e+00,-5.184287017798117070e-01,3.627859878593000076e+02
-4.661431655615869474e+00,6.837288905991772969e-01,-2.168553885990773367e+00,-7.057560990204795326e-01,3.637664905291899800e+02
-4.615928942585621364e+00,6.753575236113471547e-01,-2.013804704769073251e+00,-8.538290087986321053e-01,3.647469931990800092e+02
-4.571596435769771816e+00,6.672453322434296341e-01,-1.855071948162858142e+00,-9.223865314244080738e-01,3.657274958689699815e+02
-4.528399620524840685e+00,6.593189650336622742e-01,-1.737130727358284998e+00,-9.515477363914351949e-01,3.667079985388600107e+02
-4.486296843886115937e+00,6.515121379229386056e-01,-1.663357321924129772e+00,-9.794628632205338858e-01,3.676885012087499831e+02
-4.445240740419100334e+00,6.437659830490123358e-01,-1.620886616329394458e+00,-1.047675275497663705e+00,3.686690038786400123e+02
-4.405179560625581026e+00,6.360291949140604029e-01,-1.524497929841053478e+00,-1.179293472741550941e+00,3.696495065485299847e+02
-4.366058388812761315e+00,6.282580082616295858e-01,-1.350384302048798224e+00,-1.237807740970802373e+00,3.706300092184200139e+02
-4.327820243122937782e+00,6.204160389966126843e-01,-1.228565014338865780e+00,-1.240119239682238916e+00,3.716105118883099863e+02
-4.290407054867746872e+00,6.124740162175936753e-01,-1.139450523928933423e+00,-1.263104156921649901e+00,3.725910145582000155e+02
-4.253760527600923602e+00,6.044094301616167453e-01,-1.036006602364200724e+00,-1.319176028652592869e+00,3.735715172280899878e+02
-4.217822878687337074e+00,5.962061177785693555e-01,-8.475075773483828900e-01,-1.373227925880451616e+00,3.745520198979800170e+02
-4.182537467674185550e+00,5.878538048980896935e-01,-6.506294722662050445e-01,-1.213782745707649768e+00,3.755325225678699894e+02
-4.147849316732311387e+00,5.793476216304608295e-01,-7.266277088245284288e-01,-1.135988747181495784e+00,3.765130252377600186e+02
-4.113705529007558148e+00,5.706876058273094854e-01,-7.092446817324001840e-01,-1.223167694100446568e+00,3.774935279076499910e+02
-4.080055611111048641e+00,5.618782081583927335e-01,-5.921476115939501295e-01,-1.296448541030486679e+00,3.784740305775400202e+02
-4.046851706410206972e+00,5.529278116369805707e-01,-4.322467443712280089e-01,-1.308104670056519758e+00,3.794545332474299926e+02
-4.014048746505313403e+00,5.438482781902973517e-01,-2.841612874839610225e-01,-1.254870701418901557e+00,3.804350359173200218e+02
-3.981604529548595561e+00,5.346545349849330941e-01,-1.818251169612238871e-01,-1.167931446235833892e+00,3.814155385872099941e+02
-3.949479736133589824e+00,5.253642134348575077e-01,-1.271983709101644766e-01,-1.083551605756024605e+00,3.823960412571000234e+02
-3.917637896551990462e+00,5.159973537665292209e-01,-1.061196040081754666e-01,-1.029046295364083541e+00,3.833765439269899957e+02
-3.886045327372772640e+00,5.065761871754033141e-01,-8.018806318080083650e-02,-1.027977979382651785e+00,3.843570465968800249e+02
-3.854671060444514019e+00,4.971250053384030365e-01,9.393188778208294912e-03,-1.033153233784590785e+00,3.853375492667699973e+02
